Category,Product,Option,"Website code","Website price","Notes / question"
"PLEASE CLARIFY - INCOMPLETE CODE","Roland Smart Knives","Choose type of cutting blade — MSK500V for cutting thicker materials including laminated vinyl (Purple collar)","RSK / MSK-sz02",0.0,"This is the only red row for this product, and unlike its sibling blade options (which each have a full code — MSK500F, MSK750F, RSK) this one just has ""MSK"" in Resolution/SKU. Looks incomplete rather than ""no longer applicable"" — can you confirm the full Sage code for this blade, or if it should be removed instead?"
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Gloss Vinyl","1067mm x 30m Roll",SAV150G-sz03,232.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Gloss Vinyl","1524mm x 30m Roll",SAV150G-sz04,293.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","1067mm x 30m Roll",Aqueous_Vinyl-sz03,105.2,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","1118mm x 30m Roll",Aqueous_Vinyl-sz04,122.9,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","1270mm x 30m Roll",Aqueous_Vinyl-sz05,125.4,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","1520mm x 30m Roll",Aqueous_Vinyl-sz06,153.6,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","610mm x 30m Roll",Aqueous_Vinyl-sz01,62.9,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","914mm x 30m Roll",Aqueous_Vinyl-sz02,90.9,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Wallcovering","1270mm x 30m Roll",DIGI-FABAQ-sz04,255.9,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Wallcovering","1524mm x 30m Roll",DIGI-FABAQ-sz05,307.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard / Ferrous Film 1010mm x 12m",SALE_FF550_1010,220.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard / Ferrous Film 1370mm x 2m",SALE_FF550_1370_2,30.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard / Ferrous Film 1370mm x 3m",SALE_FF550_1370_3,45.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard Vinyl Easy Apply 1370mm x 5m",SALE_WBL995_1370,50.25,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard Vinyl Easy Apply 1370mm x 5m PVC FREE",SALE_WBL998_1370,52.75,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","Ritrama Azurite Gemstone Cast Sign Vinyl 1220mm x 5m",SALE_7667_1220,48.5,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","Ritrama Gloss Nut Brown Polymeric Sign Vinyl 1260mm x 10m",SALE_SC447_1260,25.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","Ritrama Gloss Wine Red Polymeric Sign Vinyl 1260mm x 10m",SALE_SC436_1260,25.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","Swing Board with Poster Panel",SALE_SW2P,45.5,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Choose Finish Below — Gloss",PE190-sz01,0.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Choose Finish Below — Satin",PE190-sz02,0.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 1067mm x 60m Roll",PE190-sz05,129.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 1270mm x 30m Roll",PE190-sz06,83.5,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 1524mm x 30m Roll",PE190-sz07,97.9,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 610mm x 60m Roll",PE190-sz03,74.5,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 914mm x 60m Roll",PE190-sz04,109.7,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Silver Carbon Heat Transfer Vinyl","500mm wide — per 25 metre roll",4221-sz02,217.25,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Silver Carbon Heat Transfer Vinyl","500mm wide — per metre",4221-sz01,9.65,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Sky Blue Flock Heat Transfer Vinyl",,320.0,11.56,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Slate Charcoal Non-reflective Film :: 508mm Width",,12003.0,3.0,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
"PLEASE CONFIRM - DELETE FROM SITE?","Summa Plotter Cutting Blades","SD 750F :: For Flock blade :: £13.55",Summa_Plotter_Blade-sz02,13.55,"Marked red with no Resolution/SKU entered — reading this as ""no longer applicable"", please confirm we should remove this from the site."
